 # Source Time function
 # source type CMT
 # scaling scalar moment (M0) =    2.26056663E+25
 # format: #time(s)   #stf   #scalar_moment
   6.3196396587952393       0.999999404       2.26056663E+25
   6.4041680936295773       0.999999583       2.26056663E+25
   6.4886965284639153       0.999999702       2.26056663E+25
   6.5732249632982533       0.999999762       2.26056663E+25
   6.6577533981325914       0.999999821       2.26056663E+25
   6.7422818329669276       0.999999881       2.26056663E+25
   6.8268102678012657       0.999999940       2.26056663E+25
   6.9113387026356037       0.999999940       2.26056663E+25
   6.9958671374699417       0.999999940       2.26056663E+25
   7.0803955723042797        1.00000000       2.26056663E+25
   7.1649240071386178        1.00000000       2.26056663E+25
   7.2494524419729558        1.00000000       2.26056663E+25
   7.3339808768072920        1.00000000       2.26056663E+25
   7.4185093116416301        1.00000000       2.26056663E+25
   7.5030377464759681        1.00000000       2.26056663E+25
   7.5875661813103061        1.00000000       2.26056663E+25
   7.6720946161446442        1.00000000       2.26056663E+25
   7.7566230509789822        1.00000000       2.26056663E+25
   7.8411514858133202        1.00000000       2.26056663E+25
   7.9256799206476582        1.00000000       2.26056663E+25
   8.0102083554819963        1.00000000       2.26056663E+25
   8.0947367903163325        1.00000000       2.26056663E+25
   8.1792652251506706        1.00000000       2.26056663E+25
   8.2637936599850086        1.00000000       2.26056663E+25
   8.3483220948193466        1.00000000       2.26056663E+25
   8.4328505296536846        1.00000000       2.26056663E+25
   8.5173789644880227        1.00000000       2.26056663E+25
   8.6019073993223607        1.00000000       2.26056663E+25
   8.6864358341566970        1.00000000       2.26056663E+25
   8.7709642689910350        1.00000000       2.26056663E+25
   8.8554927038253730        1.00000000       2.26056663E+25
   8.9400211386597110        1.00000000       2.26056663E+25
   9.0245495734940491        1.00000000       2.26056663E+25
   9.1090780083283871        1.00000000       2.26056663E+25
   9.1936064431627251        1.00000000       2.26056663E+25
   9.2781348779970632        1.00000000       2.26056663E+25
   9.3626633128314012        1.00000000       2.26056663E+25
   9.4471917476657374        1.00000000       2.26056663E+25
   9.5317201825000755        1.00000000       2.26056663E+25
   9.6162486173344135        1.00000000       2.26056663E+25
   9.7007770521687515        1.00000000       2.26056663E+25
   9.7853054870030896        1.00000000       2.26056663E+25
   9.8698339218374276        1.00000000       2.26056663E+25
   9.9543623566717656        1.00000000       2.26056663E+25
   10.038890791506102        1.00000000       2.26056663E+25
   10.123419226340440        1.00000000       2.26056663E+25
   10.207947661174778        1.00000000       2.26056663E+25
   10.292476096009116        1.00000000       2.26056663E+25
   10.377004530843454        1.00000000       2.26056663E+25
   10.461532965677792        1.00000000       2.26056663E+25
   10.546061400512130        1.00000000       2.26056663E+25
   10.630589835346468        1.00000000       2.26056663E+25
   10.715118270180806        1.00000000       2.26056663E+25
   10.799646705015142        1.00000000       2.26056663E+25
   10.884175139849480        1.00000000       2.26056663E+25
   10.968703574683818        1.00000000       2.26056663E+25
   11.053232009518156        1.00000000       2.26056663E+25
   11.137760444352494        1.00000000       2.26056663E+25
   11.222288879186832        1.00000000       2.26056663E+25
   11.306817314021171        1.00000000       2.26056663E+25
   11.391345748855507        1.00000000       2.26056663E+25
   11.475874183689845        1.00000000       2.26056663E+25
   11.560402618524183        1.00000000       2.26056663E+25
   11.644931053358523        1.00000000       2.26056663E+25
   11.729459488192859        1.00000000       2.26056663E+25
   11.813987923027195        1.00000000       2.26056663E+25
   11.898516357861535        1.00000000       2.26056663E+25
   11.983044792695871        1.00000000       2.26056663E+25
   12.067573227530211        1.00000000       2.26056663E+25
   12.152101662364547        1.00000000       2.26056663E+25
   12.236630097198887        1.00000000       2.26056663E+25
   12.321158532033223        1.00000000       2.26056663E+25
   12.405686966867563        1.00000000       2.26056663E+25
   12.490215401701899        1.00000000       2.26056663E+25
   12.574743836536236        1.00000000       2.26056663E+25
   12.659272271370575        1.00000000       2.26056663E+25
   12.743800706204912        1.00000000       2.26056663E+25
   12.828329141039251        1.00000000       2.26056663E+25
   12.912857575873588        1.00000000       2.26056663E+25
   12.997386010707928        1.00000000       2.26056663E+25
   13.081914445542264        1.00000000       2.26056663E+25
   13.166442880376600        1.00000000       2.26056663E+25
   13.250971315210940        1.00000000       2.26056663E+25
   13.335499750045276        1.00000000       2.26056663E+25
   13.420028184879616        1.00000000       2.26056663E+25
   13.504556619713952        1.00000000       2.26056663E+25
   13.589085054548292        1.00000000       2.26056663E+25
   13.673613489382628        1.00000000       2.26056663E+25
   13.758141924216964        1.00000000       2.26056663E+25
   13.842670359051304        1.00000000       2.26056663E+25
   13.927198793885641        1.00000000       2.26056663E+25
