 # Source Time function
 # source type CMT
 # scaling scalar moment (M0) =    2.26056663E+25
 # format: #time(s)   #stf   #scalar_moment
  -4.5000000000000000        2.76671373E-04   2.26056663E+25
  -4.3732073477484930        3.95102805E-04   2.26056663E+25
  -4.2464146954969868        5.59232605E-04   2.26056663E+25
  -4.1196220432454798        7.84552249E-04   2.26056663E+25
  -3.9928293909939732        1.09096139E-03   2.26056663E+25
  -3.8660367387424666        1.50371925E-03   2.26056663E+25
  -3.7392440864909595        2.05450179E-03   2.26056663E+25
  -3.6124514342394529        2.78254342E-03   2.26056663E+25
  -3.4856587819879463        3.73582914E-03   2.26056663E+25
  -3.3588661297364393        4.97229211E-03   2.26056663E+25
  -3.2320734774849327        6.56094961E-03   2.26056663E+25
  -3.1052808252334261        8.58290028E-03   2.26056663E+25
  -2.9784881729819190        1.11320885E-02   2.26056663E+25
  -2.8516955207304124        1.43157309E-02   2.26056663E+25
  -2.7249028684789058        1.82542931E-02   2.26056663E+25
  -2.5981102162273988        2.30809040E-02   2.26056663E+25
  -2.4713175639758922        2.89401002E-02   2.26056663E+25
  -2.3445249117243856        3.59858088E-02   2.26056663E+25
  -2.2177322594728786        4.43785265E-02   2.26056663E+25
  -2.0909396072213720        5.42816371E-02   2.26056663E+25
  -1.9641469549698654        6.58569187E-02   2.26056663E+25
  -1.8373543027183583        7.92593211E-02   2.26056663E+25
  -1.7105616504668517        9.46311355E-02   2.26056663E+25
  -1.5837689982153451       0.112095714       2.26056663E+25
  -1.4569763459638381       0.131751150       2.26056663E+25
  -1.3301836937123315       0.153663963       2.26056663E+25
  -1.2033910414608249       0.177863374       2.26056663E+25
  -1.0765983892093183       0.204336330       2.26056663E+25
 -0.94980573695781123       0.233023733       2.26056663E+25
 -0.82301308470630463       0.263818085       2.26056663E+25
 -0.69622043245479803       0.296562850       2.26056663E+25
 -0.56942778020329099       0.331053734       2.26056663E+25
 -0.44263512795178439       0.367041677       2.26056663E+25
 -0.31584247570027735       0.404238135       2.26056663E+25
 -0.18904982344877119       0.442321628       2.26056663E+25
  -6.2257171197264149E-002  0.480946153       2.26056663E+25
   6.4535481054242894E-002  0.519750535       2.26056663E+25
  0.19132813330574905       0.558368504       2.26056663E+25
  0.31812078555725609       0.596439064       2.26056663E+25
  0.44491343780876313       0.633616567       2.26056663E+25
  0.57170609006026929       0.669580042       2.26056663E+25
  0.69849874231177633       0.704041600       2.26056663E+25
  0.82529139456328338       0.736752987       2.26056663E+25
  0.95208404681478953       0.767510712       2.26056663E+25
   1.0788766990662966       0.796159148       2.26056663E+25
   1.2056693513178036       0.822591603       2.26056663E+25
   1.3324620035693098       0.846749902       2.26056663E+25
   1.4592546558208168       0.868621826       2.26056663E+25
   1.5860473080723239       0.888237178       2.26056663E+25
   1.7128399603238300       0.905663192       2.26056663E+25
   1.8396326125753371       0.920998454       2.26056663E+25
   1.9664252648268432       0.934366763       2.26056663E+25
   2.0932179170783503       0.945910573       2.26056663E+25
   2.2200105693298573       0.955785096       2.26056663E+25
   2.3468032215813635       0.964152217       2.26056663E+25
   2.4735958738328705       0.971175194       2.26056663E+25
   2.6003885260843775       0.977014482       2.26056663E+25
   2.7271811783358837       0.981823921       2.26056663E+25
   2.8539738305873907       0.985747755       2.26056663E+25
   2.9807664828388978       0.988918960       2.26056663E+25
   3.1075591350904039       0.991457760       2.26056663E+25
   3.2343517873419110       0.993471146       2.26056663E+25
   3.3611444395934180       0.995052814       2.26056663E+25
   3.4879370918449242       0.996283591       2.26056663E+25
   3.6147297440964312       0.997232378       2.26056663E+25
   3.7415223963479374       0.997956812       2.26056663E+25
   3.8683150485994453       0.998504817       2.26056663E+25
   3.9951077008509515       0.998915374       2.26056663E+25
   4.1219003531024576       0.999220133       2.26056663E+25
   4.2486930053539655       0.999444187       2.26056663E+25
   4.3754856576054717       0.999607384       2.26056663E+25
   4.5022783098569779       0.999725103       2.26056663E+25
   4.6290709621084858       0.999809265       2.26056663E+25
   4.7558636143599919       0.999868810       2.26056663E+25
   4.8826562666114981       0.999910593       2.26056663E+25
   5.0094489188630060       0.999939620       2.26056663E+25
   5.1362415711145122       0.999959588       2.26056663E+25
   5.2630342233660183       0.999973178       2.26056663E+25
   5.3898268756175263       0.999982357       2.26056663E+25
   5.5166195278690324       0.999988496       2.26056663E+25
   5.6434121801205386       0.999992549       2.26056663E+25
   5.7702048323720465       0.999995232       2.26056663E+25
   5.8969974846235527       0.999996960       2.26056663E+25
   6.0237901368750588       0.999998093       2.26056663E+25
   6.1505827891265668       0.999998808       2.26056663E+25
   6.2773754413780729       0.999999285       2.26056663E+25
   6.4041680936295791       0.999999583       2.26056663E+25
   6.5309607458810870       0.999999702       2.26056663E+25
   6.6577533981325931       0.999999821       2.26056663E+25
   6.7845460503840993       0.999999881       2.26056663E+25
   6.9113387026356072       0.999999940       2.26056663E+25
   7.0381313548871134       0.999999940       2.26056663E+25
   7.1649240071386195        1.00000000       2.26056663E+25
   7.2917166593901275        1.00000000       2.26056663E+25
   7.4185093116416336        1.00000000       2.26056663E+25
   7.5453019638931398        1.00000000       2.26056663E+25
   7.6720946161446477        1.00000000       2.26056663E+25
   7.7988872683961539        1.00000000       2.26056663E+25
   7.9256799206476600        1.00000000       2.26056663E+25
   8.0524725728991662        1.00000000       2.26056663E+25
   8.1792652251506741        1.00000000       2.26056663E+25
   8.3060578774021803        1.00000000       2.26056663E+25
   8.4328505296536864        1.00000000       2.26056663E+25
   8.5596431819051944        1.00000000       2.26056663E+25
   8.6864358341567005        1.00000000       2.26056663E+25
   8.8132284864082067        1.00000000       2.26056663E+25
   8.9400211386597146        1.00000000       2.26056663E+25
   9.0668137909112207        1.00000000       2.26056663E+25
   9.1936064431627269        1.00000000       2.26056663E+25
   9.3203990954142348        1.00000000       2.26056663E+25
   9.4471917476657410        1.00000000       2.26056663E+25
   9.5739843999172471        1.00000000       2.26056663E+25
   9.7007770521687551        1.00000000       2.26056663E+25
   9.8275697044202612        1.00000000       2.26056663E+25
   9.9543623566717674        1.00000000       2.26056663E+25
   10.081155008923275        1.00000000       2.26056663E+25
   10.207947661174781        1.00000000       2.26056663E+25
   10.334740313426288        1.00000000       2.26056663E+25
   10.461532965677796        1.00000000       2.26056663E+25
   10.588325617929302        1.00000000       2.26056663E+25
   10.715118270180808        1.00000000       2.26056663E+25
   10.841910922432316        1.00000000       2.26056663E+25
   10.968703574683822        1.00000000       2.26056663E+25
   11.095496226935328        1.00000000       2.26056663E+25
   11.222288879186836        1.00000000       2.26056663E+25
   11.349081531438342        1.00000000       2.26056663E+25
   11.475874183689848        1.00000000       2.26056663E+25
   11.602666835941356        1.00000000       2.26056663E+25
   11.729459488192862        1.00000000       2.26056663E+25
   11.856252140444369        1.00000000       2.26056663E+25
   11.983044792695875        1.00000000       2.26056663E+25
   12.109837444947381        1.00000000       2.26056663E+25
   12.236630097198891        1.00000000       2.26056663E+25
   12.363422749450397        1.00000000       2.26056663E+25
   12.490215401701903        1.00000000       2.26056663E+25
   12.617008053953409        1.00000000       2.26056663E+25
   12.743800706204915        1.00000000       2.26056663E+25
   12.870593358456421        1.00000000       2.26056663E+25
   12.997386010707931        1.00000000       2.26056663E+25
   13.124178662959437        1.00000000       2.26056663E+25
   13.250971315210943        1.00000000       2.26056663E+25
   13.377763967462450        1.00000000       2.26056663E+25
   13.504556619713956        1.00000000       2.26056663E+25
   13.631349271965462        1.00000000       2.26056663E+25
   13.758141924216972        1.00000000       2.26056663E+25
   13.884934576468478        1.00000000       2.26056663E+25
