 # Source Time function
 # source type CMT
 # scaling scalar moment (M0) =    2.26056663E+25
 # format: #time(s)   #stf   #scalar_moment
  -4.5000000000000000        2.76671373E-04   2.26056663E+25
  -4.3985658781987942        3.68188601E-04   2.26056663E+25
  -4.2971317563975893        4.87194629E-04   2.26056663E+25
  -4.1956976345963835        6.41011749E-04   2.26056663E+25
  -4.0942635127951785        8.38622160E-04   2.26056663E+25
  -3.9928293909939732        1.09096139E-03   2.26056663E+25
  -3.8913952691927678        1.41124078E-03   2.26056663E+25
  -3.7899611473915624        1.81529799E-03   2.26056663E+25
  -3.6885270255903571        2.32196925E-03   2.26056663E+25
  -3.5870929037891517        2.95347790E-03   2.26056663E+25
  -3.4856587819879463        3.73582914E-03   2.26056663E+25
  -3.3842246601867405        4.69920086E-03   2.26056663E+25
  -3.2827905383855356        5.87831391E-03   2.26056663E+25
  -3.1813564165843298        7.31276814E-03   2.26056663E+25
  -3.0799222947831248        9.04732011E-03   2.26056663E+25
  -2.9784881729819190        1.11320885E-02   2.26056663E+25
  -2.8770540511807141        1.36226509E-02   2.26056663E+25
  -2.7756199293795083        1.65800303E-02   2.26056663E+25
  -2.6741858075783034        2.00705156E-02   2.26056663E+25
  -2.5727516857770976        2.41653305E-02   2.26056663E+25
  -2.4713175639758922        2.89401002E-02   2.26056663E+25
  -2.3698834421746868        3.44741121E-02   2.26056663E+25
  -2.2684493203734815        4.08493616E-02   2.26056663E+25
  -2.1670151985722761        4.81493771E-02   2.26056663E+25
  -2.0655810767710707        5.64578287E-02   2.26056663E+25
  -1.9641469549698654        6.58569187E-02   2.26056663E+25
  -1.8627128331686600        7.64256120E-02   2.26056663E+25
  -1.7612787113674546        8.82376879E-02   2.26056663E+25
  -1.6598445895662493       0.101359703       2.26056663E+25
  -1.5584104677650439       0.115848914       2.26056663E+25
  -1.4569763459638385       0.131751150       2.26056663E+25
  -1.3555422241626331       0.149098828       2.26056663E+25
  -1.2541081023614278       0.167909056       2.26056663E+25
  -1.1526739805602224       0.188181967       2.26056663E+25
  -1.0512398587590170       0.209899381       2.26056663E+25
 -0.94980573695781167       0.233023733       2.26056663E+25
 -0.84837161515660631       0.257497460       2.26056663E+25
 -0.74693749335540094       0.283242941       2.26056663E+25
 -0.64550337155419557       0.310162663       2.26056663E+25
 -0.54406924975299020       0.338140249       2.26056663E+25
 -0.44263512795178439       0.367041677       2.26056663E+25
 -0.34120100615057947       0.396717191       2.26056663E+25
 -0.23976688434937365       0.427003473       2.26056663E+25
 -0.13833276254816873       0.457726508       2.26056663E+25
  -3.6898640746962919E-002  0.488704354       2.26056663E+25
   6.4535481054242005E-002  0.519750535       2.26056663E+25
  0.16596960285544782       0.550677299       2.26056663E+25
  0.26740372465665274       0.581299126       2.26056663E+25
  0.36883784645785855       0.611435831       2.26056663E+25
  0.47027196825906348       0.640916109       2.26056663E+25
  0.57170609006026929       0.669580042       2.26056663E+25
  0.67314021186147421       0.697282016       2.26056663E+25
  0.77457433366268003       0.723892570       2.26056663E+25
